id,team_id,service_id,flag,round
157,9,0,R444BNJM9DMKV5Y1UTLC4XNMT636FB1=,4
158,9,1,6ENB5WML18M4HLLK4UP79CIQOUIE6EB=,4
159,9,2,OMUTKX6D3V7XHIQLJTAUWFBH0PWDA94=,4
160,9,3,Q8IH3P2839XPZQHAX09QTGOV9VI282B=,4
161,0,0,WR32BQV4EAH8J5ZTDXDC7Z47AO4464C=,5
162,0,1,64CI6BZ73ODNRFZXX0TTTUDHCZ389F1=,5
163,0,2,71F5IH1KFO7FF58T2HJMQA8AW2V72CA=,5
164,0,3,6WL8DIGKJ69MCLCJASJ3OBJIUVSAFB4=,5
165,1,0,CA8B6HT1YG0634RJKA38918O6WOC9BD=,5
166,1,1,UCLZJC8TOEPMV4KC2QN4B8LA4404D31=,5
167,1,2,BXIG7QBI859FHNSF4JC3J4EZ51MD02F=,5
168,1,3,97MBBA7KAKSFC2FMZE3ZBYTH5BR7B27=,5
169,2,0,A2TDPAYQDET35H5QNCOLPMX7ZMD446B=,5
170,2,1,WO6Y0D0TJW337588MF7SZBJOWTK094B=,5
171,2,2,XAU0T8RVCJY507IG958OOS0R2IC8E66=,5
172,2,3,4F2U019M0FHGMXVPAVK6F4PLOIS92B0=,5
173,3,0,E132C5YR2UOVZY6SGSUEBZZYD6EB6CC=,5
174,3,1,VJJXP7DB0NPYO68NSFQXT3Z8NDD4C7B=,5
175,3,2,805JRF6XI3KMTOYKX9K0661MXUZ5217=,5
176,3,3,MR90MS6WXLUSBWN6J79QO1AMF2T5B59=,5
177,4,0,RVH6LD3G82AJX1PMVKUCEIU3WK82DD9=,5
178,4,1,WIMJXWPF6QL8BAPVLLOYRJCB3U8CD9E=,5
179,4,2,DQQW5SC5IGYJR8XPAQ21Z5AL3NB18AE=,5
180,4,3,ZN6EF0Y8OJSQ95A7BZ8WI7XTJCA252A=,5
181,5,0,BDVLI37QUO4B70FT44A9CTQ0GC17DA5=,5
182,5,1,QYDKHDX4O12L25EYNN1XP4ZXCI155F4=,5
183,5,2,4KQUO0VOSIK6US33YANLNGAO4C7C5B1=,5
184,5,3,GVWUA6IHX88W1MVL4LEVJ2A0JUW4243=,5
185,6,0,BP2QKIJHCVONW40QJDV7YMQMNVO4913=,5
186,6,1,TJH332BJMK1QPIEF0UZRCLSI08P2EA6=,5
187,6,2,NYZYZRUMXBZCBCYL6UZK83XBL17B52C=,5
188,6,3,S5WSGNA9D70JABYG8YLTX8TXDN59F14=,5
189,7,0,IX5TAGDW2Q31A1PMYDQYAWWL0IWB418=,5
190,7,1,H1U3PDC5F4GCXHH49H2V457XJ8Y8691=,5
191,7,2,8M7Q0J2IWVJVXMKXOPC047HNK15144A=,5
192,7,3,CTSWN22IKHZ8H2YI1NO7M3MJU7MEF62=,5
193,8,0,ZIGUGRUANGEQMS7MZVWNACMWFI2CAC6=,5
194,8,1,WUS4Y4C65W7LQ5XFWYB2MLVSWICBDF6=,5
195,8,2,OW8SBUWZDXIJ5SMIT91E5N2ROFN0864=,5
196,8,3,MKZZNF5X2EOOA8DD2OHCG8RX1LOFF2E=,5
197,9,0,MNER28GR0XVG1SH2GSENBUE9V1CFF49=,5
198,9,1,1YE6M1YHAF1UCHPYFN0J3ZJSPEN37F3=,5
199,9,2,LA2U77X92BBMFNMNQX8C3POBWDMD8FB=,5
200,9,3,XJ2N7KG6IG3HU5ZYG9KNO4YXPOX4FC1=,5
201,0,0,GIWAOPJDJUNQKN1IY993PRICZ975FCE=,6
202,0,1,9CSORZVD4NZ1V5BMNPGECHY5QL036CD=,6
203,0,2,WJ9R69ON9P6UXMW7IUNXQYS04R9A69D=,6
204,0,3,APCQRDWKNTXBBFYF6TXPKAUYWD31A3C=,6
205,1,0,T08ZVI5ECQ4X1TTDZE4PIVKNOWX94D0=,6
206,1,1,H5D4PU3T6NWAJ334JUNKZKWVBJO9EF2=,6
207,1,2,MB11L07VN7MUXGHYQPLHAPXOX3N49D1=,6
208,1,3,7D8XOLLGFZTKVEMAKTUIB6RPL0S52DB=,6
209,2,0,QO0FHZEZLWH2ZGMU3L8BUROCHJU86C2=,6
210,2,1,N8Y0BSYDK5FR1AB0QG1KDZ4PF5N6B30=,6
211,2,2,Z5SDM6AD34GKCZTHS39IPRLLYEH94A6=,6
212,2,3,VTC77MP78XQNA32UV824AG545JL2192=,6
213,3,0,PBBQMVZSUA906J9J871DB0LV40F8FA1=,6
214,3,1,0PFIYES5IJDT40EH0BLHZIQVQ4A4392=,6
215,3,2,AKWAX87RLBKYWKLKDQ2M9DKIDNDE349=,6
216,3,3,TVTUKL77OA5BH2I1LMTCONJA3581BE9=,6
217,4,0,5DB5AXQ1GY3RRGS84FPHML5M5Z7A8CD=,6
218,4,1,BJ1RORH05BCFVRC98JW31SU6AE93EC1=,6
219,4,2,U1SLLAL1CIJXKDW5ZJG9C1IB9T4C333=,6
220,4,3,JTW8UQ3YPXMR8TOC0MLK9X549DWE38F=,6
221,5,0,CH4IUQX9UZY7LAFAZFV0EHK4F18901A=,6
222,5,1,IYMFA2U62RKWSF6MZL9Q1JJ27G6626B=,6
223,5,2,RJTLURV702XFXGV3447ZBU7CHHG8B7D=,6
224,5,3,8TITO5PSL5ZZWGQK7HI6MGL1S8KEC49=,6
225,6,0,1E1B3SOU14UW376U24IQYSLVS7N2493=,6
226,6,1,O6MGFQ0C7FEI59QJUCMNENIW2ARD767=,6
227,6,2,BURVD3566PZPCB4W9A9IJ07H9WJ82E9=,6
228,6,3,6ON95Y48TCWW4AUJRQXI36V6YR6046D=,6
229,7,0,SL9XQ8EPQOE33QXF0WRAL77COQ56EB5=,6
230,7,1,6SZMX0SV0EPBG4AM4ALXC8TPR28BF2E=,6
231,7,2,7JIJO2EQI6LZS6DFVL1GDS7I1V5C33E=,6
232,7,3,9DMXEPDLXON0110GQVX5IA7JIDZ7C12=,6
233,8,0,JWXBU5OIQQQK3RRY86MAY4WSS6I90B8=,6
234,8,1,N1QLCUA9W6XTRXSTXTORRH40NDM8F24=,6
235,8,2,EFWRYOOV54FME93K7BE4ONI10MDFB9C=,6
236,8,3,OGOBOZJYBRUL7F0WKK07H1SGIBG0C6E=,6
237,9,0,KX6Y4F2WUMBEKN1MNQZSCLUBBNBDE0B=,6
238,9,1,SLQMVXMS5X4GTC33V6XNUSZBT3023D1=,6
239,9,2,1TBWOG5MELTMVCKIA5DU115ATQFC6D6=,6
240,9,3,OCTO3X3VHSZCRTUBSMTHNAKS34Z830A=,6
241,0,0,CR66RBEE8DQZV2QSFJI41UGMSCE0136=,7
242,0,1,6UJT6RS2CUCBLV6QYYY9SLS1O8W1609=,7
243,0,2,I3QT35V8GEYD2W6ED0IOHBBR1YNAF38=,7
244,0,3,VYM9SH74P7XLF3PL0VR647YMLSX1666=,7
245,1,0,1SN12E90CM2BNJM377IKU4B7WXY8424=,7
246,1,1,PB772QVPFGOY9T3SQXFUUQSZ3RZC1E1=,7
247,1,2,6YVSFQTQCKWR8Q8X6VELQ53F8NR4EA6=,7
248,1,3,JJXWRJUZ8IP3ZKPQAML8MWPGE6G09E0=,7
249,2,0,4Y2ST0KU7E3AUKYGYM1Z9T0AA55BF20=,7
250,2,1,CMS3950IW04YUWVU72CFUIBU1Q885C3=,7
251,2,2,S297Z80PQ2YO4V5RKDW03SN0NN9DD21=,7
252,2,3,3ZJW3MDA7OOW7I8KQA7OUEBDOQ6B970=,7
253,3,0,YCY41LFH2HVLQ2E4LSS6410VW7T41B4=,7
254,3,1,RQYR3JFC07WXX7VGO135ZWQDMFCBA45=,7
255,3,2,JLS2CUN73A2Y59OWAS6V18LE0NF485E=,7
256,3,3,OQGW567HR1YABORZ0ULMANTV0L8901C=,7
257,4,0,A9HYELCNHYMQO74OEZT38GU7VF4B0C1=,7
258,4,1,ABWFEK96ZBKIJ1GF5LNOEYM9YZJ95E2=,7
259,4,2,VZ6543F1X4NJL9KMQR8S9TU2SK69AF6=,7
260,4,3,3X04556HHWUBKC5YITC99EWY1BKA4DB=,7
261,5,0,JJV74G9J6KAN8HQDJ7AN0R74X5BC81A=,7
262,5,1,PO5TXLSULHQ1QL6LY1YS8549V3P2775=,7
263,5,2,CY6TVEB6B31F302LSGHE8Q018C38C0F=,7
264,5,3,AY0DJDNEBDIEYMYKS0QTGSEETHK453A=,7
265,6,0,J0L8J0N4Q3WN9ATGNY81ITOMOHW561C=,7
266,6,1,2YJVUMDLROIXRLBFVPZBK525G18A0F3=,7
267,6,2,MJLN5MQ4VPNZU09C7QE201L79Y2E47C=,7
268,6,3,1GQA9RHCUUMOG91M4VJ8MQPB9W37361=,7
269,7,0,5XZT9EJ1V7EY0YL339D5BR4SWLRADB3=,7
270,7,1,QNCGKOVUJBVYZYCNCJ4QCQ83QSD6CC3=,7
271,7,2,LT9UG7OV9J6NLGGZOCLRGUWLF5C12A2=,7
272,7,3,74OEA7JQY3GU2B8083CFYWRVJBR8FCF=,7
273,8,0,6I02MYXAIEDES8IABUW6S8LO6LXDCBC=,7
274,8,1,4FNVPJ0VCOMH7ASTCMRBNJSX5IKAD2A=,7
275,8,2,HP5M7LFLHMSIBIMEAX3LPIK9KHF5B1E=,7
276,8,3,GUQX8IKIKP76A4B6CMWJQLLWYZBC403=,7
277,9,0,DGG1WYIAWD76THTM7PRB7H7CND61B1B=,7
278,9,1,0QQIKWJMYAJGRXBOCXU9776K1IP9C92=,7
279,9,2,B4X5ILUTXT0VX45SK1Z2SKGI9T05D68=,7
280,9,3,8IAVLZLHVB6ZUX0MO2EAMPCX2GX27CC=,7
281,0,0,WHOWUO7IQT4HK98SPEPY477SX3UB4C3=,8
282,0,1,PZ27R3YWP2ISJUT6OJ3N4V9EFYWCCFA=,8
283,0,2,U6K3TDP2WTWYJHD34UZJYYYQB9TB668=,8
284,0,3,FE8A41QUNLJDVZ1PGUVZUQLF9O28EA4=,8
285,1,0,5VTJYWEBSHT06D89AI9TAZQMAUIE8E8=,8
286,1,1,SMVBK4P4HCBI0VE5VCS5BGF25BQ4179=,8
287,1,2,KD5Q3LOETT2LHO1BKYARNF1D0AG0A0F=,8
288,1,3,XBDFPFP6D885JX39S4RPKOB9GJHA518=,8
289,2,0,TTSKWZQF7ZTBY628Z7JMZ0VOIRT43BC=,8
290,2,1,8Q2TFF318C170V9ZU08HBWPHYC280A4=,8
291,2,2,S60Z9W2W2XJN1C6NE5STRAIN12OAB10=,8
292,2,3,KFZBLHRYZKA1FVTN6OD42Y2EJLVA6D3=,8
293,3,0,ZNADVMO5SKL0Q1KFEJCPT0YD5ASEC10=,8
294,3,1,OCGJ9U11V8B4X8EAJ4FKZQQVTQAFF9F=,8
295,3,2,ANX2Y1HSZ0TOPMX8LBSX8J14FFM3779=,8
296,3,3,NKPTYNBENU3JOII54BHOJ4T8ZRD3AF2=,8
297,4,0,VUS42M80BGJ048KK2VLOGVZ5M5X5598=,8
298,4,1,V7AY7VQ4H1ZXRGMVYFHJ1BTD99ZEB4B=,8
299,4,2,Z9S8AN0QP8GFER5YQYNX4ZEJCZQ6104=,8
300,4,3,8GB5NOUO5J6ML9QKJGR5L5GN510A61B=,8
301,5,0,9GQBEN5WI55R31IE1C7ZBSKXCMI5E92=,8
302,5,1,5HAXZX6L65O8XBCB78D8G99UR2HD774=,8
303,5,2,Z0C8IXI4WPDNRCUGKM7UF85P2RH0E83=,8
304,5,3,CGB9WBNG4TE8MBXJU7T17BIO0D72EEA=,8
305,6,0,1PL8UQ7VWSL1QUTWHWW2Z93CKAN4A4A=,8
306,6,1,LVC3401JEZKPA72QC6NP0NAEXCV0B4A=,8
307,6,2,JS9N3ZE7E3J8MXOL1MF87UY80KR8C77=,8
308,6,3,LL4KYQCRWQPCIFI2VRIF67YDJ47B47E=,8
309,7,0,IWW2FLJT8CM11NDCWY7SSE7LWXUB40E=,8
310,7,1,LN9PDG8EL311MN5PLPUBHQFKD0126ED=,8
311,7,2,7M51AI2XNRDXQG5PF2ZUEITR6OB7844=,8
312,7,3,E8J6FUM0QMTH1QQ7XN8EK1JXXEJ6CBC=,8
313,8,0,VKZOCJSQNBUL3I74C285EJ8I8XJ26E3=,8
314,8,1,YLCJHVMYMY9O3EHDEZQKPLZ95X6EEDB=,8
315,8,2,M599NDOVT4RP2SB1SALCGMQLY332EB7=,8
316,8,3,2VIP7SKXADA2AZVAXF9Z449Q5ZME50A=,8
317,9,0,0DTWVRAJ0GRNOO738ZLJ23FBLTM66BC=,8
318,9,1,X6MYQSVJ2YQ1FVYGR586XP09LYV94BA=,8
319,9,2,XXREBH2M7YMID8L8YL2M1FVC87Y7681=,8
320,9,3,07AJDLEMQ9U8LB1CJ9A5FDA3HV2B23E=,8
321,0,0,YMC7WCNW1UDDZH2L47XZWQZRZHXB11F=,9
322,0,1,QY84Q6FG3BYEA0DQVWXDH2YEFUG5217=,9
323,0,2,Z91OZQ7Z2SG924LK2XMHZKTM6IOF99D=,9
324,0,3,84CA3KAQMF0J37Q3K69EQ05DTDT0371=,9
325,1,0,KQ345BUEPT9XNOA4B10SOXT4I28C30C=,9
326,1,1,GDOHX2OO83GQN7GTXFIGIPZ1IWYD35F=,9
327,1,2,0HFYBXC42M4D8T70R4GUGE3O3N0E208=,9
328,1,3,3MTWSWZ7I7AIISN61V4NJJBBDJW5A3B=,9
329,2,0,E3WMKGG43L0MV754WX2P4IQOUA8FEE4=,9
330,2,1,BK3ABAEEWU5KSNCVFSX3JAVC9450202=,9
331,2,2,755EKS3JJ0XWYKO4I63X6VSZE347FCA=,9
332,2,3,MR3BEGTQ3ULUH2PANQ5SVPTDVD4490B=,9
333,3,0,EG0IP6XKDR3QV723J66Q0J43QEK5592=,9
334,3,1,ZDTDBMVK9MKQ48FLUH88N7E7Z3CCDD1=,9
335,3,2,OOGL3DM40M1MVORQMD60SVOR7IE2105=,9
336,3,3,18PJ1KNM7HB8FNM98B7AAEXAWDK6A47=,9
337,4,0,G9TLXW2SZ1QZOW0053AEP2OI2DHE1E4=,9
338,4,1,FE2QUE0JPKX6MZ8UVPLTH180NTW0A86=,9
339,4,2,G9F9XU12MABD9OSXLOLVVO90EA7D253=,9
340,4,3,YKL7BY68J602ZK2V9FX2FZIIBO5BD3F=,9
341,5,0,5WJR0SZS2U93ERBMWIUX04PCXSBEA30=,9
342,5,1,PED4XE9WRWA0R2F9XR9G7DE1ZU2FFF1=,9
343,5,2,L21JJJL2JQS56CSOP7PS2IFSVXR45AD=,9
344,5,3,RTKID4N5NA84887NIAFZSSKK7BC260E=,9
345,6,0,HHJHRXBH07GD2V80DP0BMT0Z46260E4=,9
346,6,1,08WXLXR26BK1MB0BOADFMN6051Q978D=,9
347,6,2,2MU2PN1JE8EJY3O497UVHALTYWZ5BAB=,9
348,6,3,2LTAO26MDH2UK7C151YEOS0RUIE33ED=,9
349,7,0,OCNOB6PBX4E85T31QSW2QBPSI2Z59D2=,9
350,7,1,E8GWE2GRF4A9TD6K0G6PIO8FWOFD578=,9
351,7,2,FH1EKKN9LRQRQFJB6Y01X8Y8QAI30C7=,9
352,7,3,WG4M5RJ5ZC6T55G0IQZBK6XFRPG7D1B=,9
353,8,0,0X9HFUKIHLG0PO2OAHCUST5V5FZ5B87=,9
354,8,1,0KSNE0FHV1KAFMNBI1EPO2W1D7N55DC=,9
355,8,2,3EXR6YMDYMDTBMWSQDLZZ9L51V556A7=,9
356,8,3,K7KA3OEARRA7I1IR1B4AB4ADLAG039C=,9
357,9,0,JVYM4801NJQJURS3Y4DL9N3MTQH4E2B=,9
358,9,1,ESFESSSSJ7TB4TVBP42PBQA9LXBD77E=,9
359,9,2,BKVGP7LAJ6LAHQIS4H7S3B9VTCU6B72=,9
360,9,3,BSI4OIHF44GZET5I4EMHEAFOSTR321D=,9
361,0,0,NRKZUE65GRGUEU2UCHQXL18V5NHB45C=,10
362,0,1,NX9QH3PJQF8BKA3T4A1AP33T8V64616=,10
